JPY,CNY,HKD,MYR,NZD,SGD
133.35,7.7828,9.4467,5.0163,1.6932,1.6129
133.38,7.7879,9.4615,5.0213,1.6925,1.6133
133.28,7.7938,9.4526,5.0196,1.6885,1.612
132.98,7.7795,9.4355,5.0205,1.6832,1.6093
133.39,7.7667,9.4,5.0019,1.6936,1.6094
133.81,7.791,9.4551,5.0241,1.6915,1.6141
133.72,7.7812,9.4555,5.0267,1.6843,1.6129
134.05,7.8043,9.4853,5.0446,1.6837,1.6169
133.79,7.7722,9.469,5.0323,1.6799,1.613
133.65,7.7422,9.4246,5.0189,1.6811,1.6102
133.42,7.7808,9.468,5.05,1.672,1.6146
133.16,7.8149,9.4922,5.0659,1.6737,1.6189
133.49,7.856,9.5197,5.0809,1.6918,1.6255
132.97,7.8487,9.4833,5.0631,1.6997,1.6236
132.61,7.8393,9.4639,5.0471,1.6914,1.6218
132.95,7.8563,9.4726,5.0594,1.6986,1.6261
133.3,7.8594,9.4819,5.0533,1.6981,1.6265
133.09,7.8501,9.4912,5.0434,1.6821,1.6245
132.6,7.8226,9.4318,5.016,1.6879,1.623
132.49,7.8024,9.4151,5.0013,1.6771,1.6161
132.37,7.7969,9.3841,4.9835,1.6885,1.612
131.82,7.8051,9.4115,4.9993,1.6753,1.6103
132.12,7.8177,9.4527,5.0122,1.6718,1.6125
132.31,7.8045,9.4504,4.9984,1.6673,1.611
131.76,7.7809,9.3661,4.9587,1.673,1.6061
131.69,7.8054,9.3685,4.9711,1.6715,1.6096
131.2,7.7636,9.3267,4.9431,1.6683,1.6035
131.26,7.8136,9.3374,4.9563,1.6887,1.6073
131.9,7.7967,9.3554,4.9432,1.6786,1.6044
131.62,7.8134,9.3816,4.9482,1.6738,1.6045
132.2,7.8463,9.4156,4.977,1.6703,1.6076
131.47,7.8268,9.3696,4.9523,1.6711,1.601
130.88,7.8373,9.3825,4.9531,1.6724,1.6024
130.54,7.8379,9.3777,4.9524,1.6727,1.6027
129.98,7.832,9.3653,4.9585,1.6802,1.601
130.3,7.8181,9.3474,4.9539,1.6789,1.6001
129.8,7.8011,9.3209,4.9481,1.6726,1.5971
130.64,7.8303,9.355,4.9596,1.6735,1.6009
130.09,7.8323,9.3475,4.9626,1.675,1.6014
130.37,7.8157,9.3152,4.9466,1.6725,1.598
130.14,7.8129,9.2984,4.937,1.6716,1.5974
130.33,7.8146,9.2915,4.9393,1.6821,1.5998
130.23,7.7905,9.2477,4.919,1.6946,1.5981
130.2,7.7907,9.2564,4.9199,1.6914,1.5964
130.42,7.7934,9.247,4.9157,1.686,1.5941
129.71,7.7749,9.2356,4.9125,1.6855,1.5916
130.56,7.7761,9.2527,4.9099,1.6907,1.5917
130.27,7.739,9.186,4.8801,1.6814,1.584
130.03,7.7195,9.1346,4.8693,1.6806,1.5801
129.91,7.6812,9.1153,4.8618,1.6769,1.5768
129.48,7.7154,9.1283,4.8737,1.6794,1.5815
129.19,7.7334,9.1618,4.8803,1.6805,1.586
129.34,7.7063,9.154,4.8854,1.6863,1.5865
128.75,7.722,9.17,4.8937,1.6948,1.5899
128.6,7.7133,9.1863,4.8843,1.6963,1.5917
128.99,7.7367,9.229,4.8988,1.6918,1.5955
129.77,7.7582,9.2614,4.9064,1.6617,1.5992
129.54,7.7413,9.2352,4.8842,1.6598,1.597
130.08,7.7507,9.2493,4.8976,1.6567,1.6013
130.02,7.7435,9.2476,4.9075,1.6618,1.6036
129.88,7.7519,9.2626,4.9064,1.6578,1.6049
130.17,7.7508,9.2553,4.9021,1.6588,1.604
130.14,7.7636,9.2642,4.914,1.6633,1.6053
129.82,7.7614,9.287,4.9163,1.6546,1.6032
129.12,7.7433,9.2307,4.9072,1.659,1.6019
129.5,7.7478,9.2325,4.8974,1.6607,1.6011
128.9,7.7446,9.2183,4.874,1.6673,1.5996
129.3,7.7489,9.2695,4.8635,1.6737,1.6008
129.23,7.7846,9.3363,4.8828,1.6599,1.6024
128.81,7.7897,9.3452,4.8806,1.6581,1.6041
128.58,7.784,9.3297,4.8804,1.6565,1.6016
128.63,7.797,9.3498,4.8881,1.6629,1.6042
128.83,7.8385,9.401,4.9096,1.6622,1.6106
129.73,7.8898,9.4793,4.9383,1.6409,1.612
128.69,7.8362,9.4189,4.91,1.6451,1.6049
127.98,7.8506,9.4153,4.91,1.6585,1.6048
128,7.8447,9.407,4.9048,1.6583,1.6058
127.81,7.8318,9.4121,4.9048,1.6642,1.6059
127.69,7.8172,9.3684,4.8844,1.6735,1.6028
127.94,7.7886,9.3493,4.8702,1.6786,1.6028
128.16,7.8422,9.4139,4.8936,1.6774,1.6086
127.72,7.8332,9.4033,4.8934,1.6785,1.6046
127.15,7.8207,9.3868,4.8947,1.684,1.6066
127.12,7.8448,9.4171,4.9104,1.6772,1.608
127.04,7.8235,9.4014,4.9042,1.6803,1.608
126.58,7.7894,9.3827,4.8997,1.6741,1.6074
126.97,7.7618,9.3219,4.8888,1.674,1.6067
126.72,7.7535,9.29,4.8777,1.6776,1.6033
126.24,7.7542,9.3003,4.8686,1.6666,1.6025
126.25,7.7623,9.315,4.8681,1.6695,1.6021
126.46,7.7756,9.3361,4.8712,1.6793,1.6041
126.77,7.8143,9.3687,4.885,1.6844,1.6092
127.05,7.8047,9.4093,4.906,1.6863,1.6121
126.2,7.8226,9.3742,4.8914,1.7008,1.6119
125.87,7.8411,9.3911,4.9007,1.6844,1.6088
125.93,7.8537,9.4132,4.9161,1.6793,1.6099
126.06,7.8712,9.4199,4.9149,1.6854,1.6124
126.19,7.8822,9.4255,4.9155,1.6945,1.6149
125.72,7.8552,9.4245,4.8997,1.6853,1.6081
125.62,7.8292,9.3804,4.8949,1.6965,1.6054
126.16,7.861,9.4052,4.9135,1.702,1.6114
125.18,7.8359,9.3538,4.8883,1.6975,1.6078
125.74,7.8499,9.4005,4.8939,1.6896,1.6105
126.21,7.8409,9.4005,4.8932,1.6853,1.609
126.44,7.8716,9.4336,4.9205,1.6954,1.6139
126.74,7.8576,9.4314,4.9343,1.694,1.6146
126.76,7.8806,9.433,4.9284,1.6918,1.618
127.26,7.9184,9.4982,4.9359,1.6883,1.6228
127.13,7.9392,9.5176,4.957,1.6907,1.6253
127.03,7.9653,9.5659,4.9482,1.6916,1.6246
126.25,7.9315,9.5136,4.9293,1.7036,1.618
126.62,7.9484,9.533,4.9264,1.7065,1.6198
126.49,8.0225,9.5142,4.934,1.6984,1.6218
126.57,8.0134,9.521,4.9578,1.7071,1.6257
127.23,8.007,9.5043,4.9655,1.7171,1.6274
126.54,7.9906,9.4731,4.949,1.716,1.6237
126.38,7.9624,9.4532,4.951,1.7168,1.6195
125.99,7.9549,9.4321,4.9437,1.7208,1.6235
126.52,8.0056,9.4885,4.9703,1.7299,1.6327
126.04,7.9784,9.4378,4.9313,1.7306,1.6286
126.69,8.0146,9.5039,4.9532,1.7201,1.6282
126.19,8.0006,9.4939,4.9419,1.7093,1.6227
125.97,7.9633,9.4489,4.9384,1.7168,1.6203
126.08,7.9462,9.411,4.9222,1.7174,1.6195
126.11,7.9588,9.4274,4.9299,1.7101,1.6202
126.28,7.9386,9.3999,4.9133,1.71,1.6213
126.53,7.9254,9.3908,4.9199,1.7184,1.6202
126.05,7.9167,9.3866,4.9196,1.7103,1.6174
126.18,7.9115,9.3895,4.9328,1.722,1.6209
126.3,7.931,9.3999,4.9385,1.7252,1.6212
126.44,7.9421,9.424,4.9366,1.7254,1.6206
126.49,7.9567,9.4188,4.9453,1.7175,1.6228
126.13,7.9203,9.3535,4.9199,1.7137,1.6176
124.92,7.8639,9.2774,4.8835,1.701,1.6048
124.79,7.8798,9.2862,4.8807,1.7027,1.6029
124.23,7.8422,9.2404,4.8517,1.7,1.5955
124.04,7.8254,9.2235,4.8403,1.7,1.593
124.19,7.8189,9.2161,4.86,1.7036,1.5965
124.06,7.8152,9.197,4.8498,1.7011,1.5941
123.47,7.8178,9.2257,4.8681,1.7082,1.5955
123.18,7.7916,9.1972,4.8549,1.7086,1.5934
123.08,7.7927,9.1737,4.8517,1.7155,1.5924
123.28,7.782,9.2005,4.851,1.7145,1.5917
123.78,7.7892,9.2119,4.877,1.7234,1.5962
124.15,7.7945,9.1725,4.871,1.7227,1.5934
123.88,7.8071,9.1608,4.8707,1.7304,1.5934
124.25,7.8105,9.1429,4.8703,1.7196,1.5921
124.07,7.7943,9.1241,4.8588,1.7112,1.5878
124.36,7.8107,9.1568,4.8655,1.7304,1.5926
124.67,7.8475,9.2128,4.8821,1.7378,1.595
122.66,7.8468,9.203,4.9005,1.7507,1.5999
122.86,7.8331,9.1922,4.9169,1.754,1.6014
122.31,7.8038,9.0872,4.8853,1.7541,1.5926
122.56,7.8198,9.0694,4.8634,1.7531,1.5931
121.93,7.7962,9.0327,4.8443,1.7565,1.5903
122.36,7.8158,9.0706,4.8588,1.7565,1.5952
122.09,7.8531,9.0735,4.8648,1.7677,1.5988
122.36,7.8845,9.0885,4.8732,1.7647,1.6014
123.74,7.9345,9.1699,4.9274,1.7639,1.6078
124.14,7.9342,9.1598,4.922,1.7677,1.6095
124.17,7.9157,9.1885,4.9291,1.7703,1.6089
123.72,7.898,9.1614,4.8992,1.7739,1.6043
124.27,7.8879,9.1854,4.9115,1.7875,1.6067
124.79,7.8918,9.1528,4.9017,1.8006,1.6036
124.11,7.8767,9.1334,4.8819,1.7751,1.599
123.59,7.8639,9.0993,4.8708,1.7746,1.5942
123.15,7.8756,9.066,4.8599,1.7762,1.5935
123.7,7.9092,9.1063,4.8768,1.7633,1.5947
124.38,7.9388,9.135,4.8822,1.7715,1.6007
124.41,7.9578,9.1443,4.893,1.7744,1.6011
124.95,7.9047,9.1412,4.8808,1.7821,1.5986
124.69,7.9894,9.1181,4.8854,1.7856,1.5979
124.73,7.9934,9.1219,4.8917,1.7862,1.5995
124.58,8.0111,9.1412,4.8991,1.7733,1.6032
124.25,8.0128,9.1203,4.8867,1.7703,1.6007
123.4,7.9656,9.091,4.885,1.7674,1.5988
123.98,7.9805,9.1082,4.8788,1.7667,1.6004
123.76,7.972,9.0742,4.8653,1.7799,1.6035
123.61,7.9777,9.0691,4.8639,1.7749,1.6018
123.02,7.951,9.0443,4.8728,1.7791,1.6028
122.74,7.9451,9.0165,4.8485,1.7756,1.6022
122.73,7.9527,9.025,4.8542,1.7847,1.6029
122.91,7.9433,9.0614,4.8574,1.7756,1.5989
122.78,7.955,9.0986,4.8539,1.763,1.5998
122.7,7.9992,9.1349,4.8592,1.759,1.6027
123.49,8.0146,9.1707,4.8687,1.7489,1.6082
123.38,7.9861,9.1428,4.8822,1.7533,1.6039
124.72,8.0229,9.1985,4.9025,1.7586,1.611
125.39,8.0526,9.2164,4.912,1.7675,1.6163
125.82,8.0987,9.2041,4.9232,1.7739,1.6207
125.82,8.1043,9.1871,4.9224,1.7738,1.62
125.76,8.1022,9.1834,4.9339,1.7737,1.6199
125.05,8.0584,9.1246,4.9111,1.7714,1.6118
125.2,8.0658,9.1338,4.9126,1.7722,1.6149
125.59,8.0789,9.1641,4.9158,1.7642,1.616
125.79,8.1006,9.178,4.9138,1.764,1.6158
125.85,8.0802,9.1555,4.8994,1.7579,1.6131
126,8.0976,9.1925,4.9176,1.7541,1.6153
126.92,8.1739,9.29,4.9656,1.7727,1.6274
126.47,8.1711,9.2536,4.9736,1.7728,1.6235
125.39,8.1749,9.2345,4.9632,1.7723,1.6195
125.34,8.1323,9.1497,4.9261,1.7799,1.6128
125.34,8.1262,9.1368,4.916,1.7971,1.613
125.67,8.1671,9.1563,4.9247,1.8082,1.617
125.26,8.1897,9.1817,4.9467,1.8059,1.6203
124.53,8.1483,9.1212,4.9194,1.8045,1.6131
125.46,8.1985,9.184,4.9444,1.8158,1.622
125.74,8.2472,9.2483,4.979,1.7969,1.6278
125.54,8.2407,9.2274,4.9797,1.8119,1.625
125.99,8.2262,9.1864,4.9688,1.8179,1.6237
126.01,8.21,9.1555,4.9538,1.8071,1.6209
126.58,8.2187,9.1709,4.961,1.8042,1.6231
125.92,8.1758,9.1236,4.9362,1.7997,1.6166
124.97,8.1857,9.132,4.94,1.7833,1.6154
124.74,8.2003,9.1166,4.9352,1.784,1.6158
124.91,8.2238,9.1585,4.9484,1.7786,1.6203
124.96,8.2325,9.1786,4.9604,1.7828,1.6236
125.37,8.2277,9.1871,4.9698,1.7809,1.6228
124.78,8.2157,9.1179,4.9654,1.7807,1.6195
124.51,8.19,9.0882,4.9501,1.7701,1.6147
124.31,8.2637,9.1825,5.023,1.7771,1.6245
123.58,8.224,9.1011,4.9784,1.7727,1.6161
123.28,8.2067,9.0869,4.9755,1.764,1.6142
123.34,8.2041,9.081,4.9827,1.763,1.6168
123.88,8.2344,9.1154,5.0009,1.7605,1.6216
123.36,8.1453,8.9978,4.9502,1.7506,1.6083
123.98,8.1057,8.9676,4.9267,1.7384,1.6033
123.94,8.0999,8.9741,4.9235,1.7328,1.6015
122.7,7.9982,8.8704,4.8764,1.7305,1.5891
122.63,7.9992,8.8744,4.8797,1.7435,1.5909
122.53,7.9975,8.8617,4.8723,1.7463,1.5887
122.24,7.9861,8.851,4.8755,1.7439,1.5888
122.25,7.9975,8.8718,4.878,1.7397,1.5884
122.17,7.9805,8.8171,4.8588,1.7417,1.5846
121.4,7.9309,8.7809,4.8306,1.7226,1.5743
120.48,7.8952,8.7396,4.8109,1.7189,1.5703
121.67,7.923,8.7901,4.8345,1.7223,1.5774
121.39,7.9163,8.7468,4.8219,1.7237,1.5745
121.61,7.9287,8.7499,4.8259,1.726,1.5751
121.78,7.9498,8.7769,4.8441,1.7293,1.5753
120.68,7.931,8.6987,4.8123,1.7204,1.5654
121.24,7.9759,8.7469,4.8366,1.7297,1.5726
120.31,7.9151,8.6808,4.8009,1.7362,1.563
120.66,7.9219,8.6788,4.7989,1.748,1.5648
121.07,7.9841,8.7456,4.8352,1.7533,1.5708
119.93,7.9298,8.6904,4.8115,1.7428,1.5608
120.25,7.9206,8.6805,4.7914,1.7465,1.56
120.3,7.9772,8.7421,4.8194,1.7552,1.5668
121.05,7.9944,8.7716,4.839,1.7391,1.5743
119.89,7.9348,8.6902,4.7997,1.735,1.5639
119.77,7.9332,8.6889,4.7854,1.7403,1.5623
120,7.9545,8.6972,4.8008,1.742,1.5642
120.65,7.9602,8.7049,4.8095,1.7395,1.565
121.39,8.0041,8.7634,4.8342,1.7474,1.5713
120.83,7.984,8.7211,4.814,1.7471,1.5692
121.26,7.999,8.7607,4.824,1.7553,1.5718
121.52,8.025,8.795,4.8223,1.753,1.5758
122.16,8.0305,8.8157,4.8361,1.7357,1.5746
122.14,8.0025,8.753,4.8287,1.7375,1.5708
123.41,7.9836,8.746,4.8159,1.7291,1.57
123.77,8.0349,8.7809,4.8345,1.7392,1.5775
122.48,8.0066,8.7189,4.8077,1.751,1.5758
121.54,7.9599,8.6757,4.7703,1.7532,1.5656
120.83,7.9413,8.6609,4.7797,1.768,1.5668
119.75,7.9327,8.6165,4.8004,1.7824,1.5669
119.29,7.9456,8.6347,4.8414,1.7863,1.5712
118.68,7.8804,8.5407,4.798,1.7776,1.5621
118.58,7.8682,8.5204,4.7783,1.7719,1.5588
117.92,7.8269,8.5078,4.7889,1.7717,1.556
117.47,7.7856,8.4599,4.7606,1.789,1.5545
117.26,7.7797,8.4571,4.7569,1.787,1.5521
118.42,7.8153,8.5298,4.7801,1.7949,1.5561
117.95,7.7806,8.4926,4.7684,1.7859,1.5503
118,7.7816,8.487,4.7583,1.8004,1.5513
116.31,7.7068,8.3964,4.732,1.8096,1.5426
115.53,7.6759,8.3693,4.6982,1.8145,1.5397
115.48,7.6655,8.3647,4.6843,1.8068,1.5374
116.28,7.7102,8.4286,4.704,1.7983,1.538
116.56,7.6933,8.4154,4.6977,1.7742,1.5357
116.16,7.6783,8.3893,4.6911,1.7808,1.5335
115.34,7.6719,8.4052,4.6994,1.7668,1.5326
114.91,7.6427,8.358,4.6631,1.782,1.5303
114.65,7.6707,8.3763,4.6713,1.7839,1.5335
115.71,7.6575,8.4057,4.6674,1.791,1.5359
116.84,7.7275,8.4838,4.7226,1.8083,1.5495
115.87,7.6665,8.43,4.6767,1.7705,1.5324
115.52,7.6723,8.4029,4.7136,1.7831,1.5344
116.06,7.6977,8.4301,4.7451,1.7956,1.5407
116.22,7.686,8.4104,4.725,1.7893,1.5391
116.22,7.6455,8.3706,4.7093,1.7991,1.5396
115.75,7.6259,8.3489,4.6966,1.7947,1.5331
117.01,7.6964,8.422,4.7437,1.82,1.5508
116.39,7.6888,8.3987,4.7634,1.8181,1.551
117.11,7.6819,8.4168,4.7507,1.7962,1.5455
116.86,7.6821,8.4171,4.7458,1.8043,1.5447
117.12,7.6991,8.4391,4.7655,1.821,1.5539
117.12,7.6998,8.4513,4.7314,1.8223,1.5533
117.66,7.7366,8.4975,4.7508,1.8008,1.5521
118.33,7.6709,8.4259,4.7136,1.8128,1.5479
118.36,7.6818,8.4277,4.7274,1.8194,1.5517
118.55,7.6802,8.4381,4.7268,1.816,1.5501
117.54,7.6519,8.3651,4.7097,1.82,1.548
117.1,7.6476,8.3625,4.7006,1.8423,1.5489
117.06,7.7387,8.4545,4.7524,1.838,1.5617
117.55,7.7653,8.4781,4.7654,1.8547,1.5689
118.9,7.7784,8.4945,4.733,1.8417,1.5633
119.34,7.8337,8.5559,4.7806,1.8405,1.5732
119.36,7.7894,8.5095,4.7619,1.8548,1.5762
120.18,7.7675,8.5136,4.7603,1.853,1.5759
120.67,7.6844,8.3941,4.7493,1.8479,1.5651
119.99,7.6549,8.4088,4.804,1.8676,1.5692
119.11,7.6385,8.3631,4.793,1.8939,1.5745
118.37,7.5919,8.3056,4.7052,1.8521,1.5515
118.63,7.6849,8.3849,4.7686,1.8903,1.5643
117.78,7.6925,8.4917,4.7793,1.8727,1.576
117.5,7.7095,8.5274,4.7777,1.842,1.5691
117.76,7.8351,8.6682,4.8092,1.8499,1.5868
119.11,7.7587,8.6255,4.7508,1.812,1.5684
116.84,7.8877,8.7466,4.7944,1.8173,1.5779
118.55,7.8801,8.8071,4.8002,1.7951,1.5741
118.65,7.924,8.8496,4.8265,1.8006,1.5817
117.12,7.96,8.9041,4.8304,1.8021,1.5841
119.08,7.8511,8.8089,4.7294,1.7858,1.563
119.63,7.7579,8.6936,4.6532,1.7744,1.5495
119.58,7.7014,8.6437,4.6491,1.7667,1.54
119.77,7.7572,8.6471,4.6758,1.7728,1.5479
119.82,7.7469,8.6525,4.6751,1.7738,1.5449
119.36,7.6662,8.555,4.6263,1.7608,1.5317
120.46,7.6813,8.5456,4.6164,1.7326,1.5294
120.13,7.6329,8.4742,4.5952,1.7273,1.5204
119.92,7.6045,8.4445,4.5886,1.716,1.5166
120.52,7.6102,8.4324,4.5728,1.7095,1.5164
120.96,7.5945,8.4117,4.5294,1.7104,1.5131
120.86,7.5787,8.396,4.5145,1.7046,1.5111
119.35,7.5538,8.3925,4.4955,1.6883,1.5033
118.7,7.5732,8.4024,4.4919,1.6921,1.5058
119.05,7.5645,8.416,4.4911,1.6864,1.5047
119.11,7.5757,8.4214,4.4886,1.6864,1.509
119.21,7.589,8.4398,4.5006,1.6835,1.5096
120.03,7.6073,8.4788,4.514,1.6832,1.5122
119.73,7.6025,8.4658,4.5059,1.7055,1.5127
120.18,7.6471,8.5039,4.5425,1.7108,1.5209
120.51,7.6711,8.5168,4.5412,1.7094,1.5255
120.87,7.6676,8.542,4.5349,1.6994,1.5233
120.94,7.6858,8.5572,4.5382,1.7006,1.5202
120.52,7.7298,8.5805,4.5424,1.7102,1.5139
120.1,7.7681,8.5935,4.5526,1.7106,1.5138
120.35,7.6664,8.5843,4.5297,1.7083,1.5092
120.03,7.6504,8.5678,4.5087,1.6973,1.503
120.06,7.631,8.5503,4.4884,1.6868,1.4971
120.02,7.6338,8.5578,4.4972,1.6844,1.4949
120.11,7.6477,8.5745,4.4822,1.6814,1.4965
120.96,7.6509,8.577,4.4857,1.6684,1.491
121.5,7.6897,8.6201,4.514,1.6797,1.4971
121.93,7.653,8.617,4.5078,1.6782,1.4954
122.31,7.6732,8.6362,4.5255,1.6811,1.4994
122.14,7.6112,8.6112,4.5022,1.6796,1.4943
122.31,7.6186,8.6292,4.5041,1.6782,1.496
122.8,7.6837,8.6812,4.5377,1.6769,1.5025
122.43,7.6746,8.6591,4.5409,1.6905,1.5011
122.32,7.6536,8.6447,4.5288,1.6803,1.4981
122.25,7.6697,8.6504,4.5199,1.6769,1.4989
121.6,7.6773,8.6137,4.5212,1.6769,1.4969
121.54,7.7011,8.6317,4.5445,1.6796,1.5018
120.86,7.7184,8.6424,4.5588,1.6739,1.5014
121.15,7.7562,8.6836,4.5727,1.6833,1.5081
121.02,7.8049,8.6978,4.594,1.6788,1.511
120.54,7.7712,8.6713,4.5725,1.6718,1.5047
121.75,7.7946,8.7203,4.5764,1.6718,1.5084
121.94,7.8205,8.7473,4.5953,1.6653,1.5111
122.19,7.8175,8.7133,4.5948,1.6638,1.5088
122.23,7.8025,8.6845,4.6034,1.6655,1.5083
121.19,7.7643,8.629,4.5832,1.6716,1.5017
121.18,7.7652,8.6232,4.5878,1.6732,1.5018
121.31,7.7764,8.6511,4.5942,1.6811,1.5036
121.73,7.7931,8.6687,4.6047,1.6898,1.5074
121.81,7.7783,8.6566,4.5999,1.692,1.5075
122.31,7.809,8.6953,4.6239,1.6974,1.5132
121.97,7.8025,8.6856,4.6167,1.6859,1.5096
122.43,7.79,8.7062,4.6199,1.6873,1.5106
120.95,7.8374,8.6923,4.6324,1.6906,1.5117
120.44,7.796,8.6538,4.6122,1.6924,1.506
120.27,7.7968,8.6691,4.613,1.6945,1.5062
120.15,7.796,8.6692,4.6074,1.689,1.506
120.44,7.7993,8.6852,4.6145,1.6886,1.5084
120.69,7.8125,8.6853,4.6256,1.6997,1.5103
120.45,7.8149,8.6753,4.628,1.698,1.5103
120.39,7.814,8.6675,4.6216,1.7,1.5117
120.75,7.7625,8.6297,4.6071,1.7019,1.5085
120.43,7.7172,8.5954,4.5882,1.709,1.5017
120.5,7.7416,8.6136,4.5929,1.7136,1.5032
120.18,7.7353,8.6176,4.593,1.7121,1.5028
120.09,7.7576,8.6256,4.6097,1.7165,1.5057
119.88,7.7454,8.6164,4.5997,1.7187,1.503
120.03,7.7834,8.6525,4.6123,1.7236,1.5072
120.46,7.7933,8.6739,4.6244,1.7239,1.5098
119.96,7.7786,8.6549,4.6066,1.7222,1.5059
120.46,7.7829,8.6709,4.6053,1.7259,1.507
120.55,7.7629,8.6593,4.5964,1.7275,1.5047
119.95,7.7343,8.6361,4.5817,1.7255,1.5021
119.49,7.721,8.6098,4.572,1.7223,1.4989
119.79,7.7281,8.6204,4.5713,1.7228,1.5
120.24,7.7187,8.6202,4.563,1.7382,1.4994
120.29,7.7404,8.6422,4.5749,1.7348,1.5025
120.72,7.7115,8.6372,4.5609,1.7426,1.5002
120.9,7.7271,8.6689,4.5682,1.7383,1.5035
120.88,7.7604,8.6786,4.5874,1.7385,1.5065
120.93,7.7734,8.704,4.5886,1.7339,1.5078
120.93,7.8425,8.7461,4.6311,1.7358,1.5146
120.43,7.844,8.7298,4.64,1.7326,1.5129
120.73,7.854,8.7401,4.6607,1.7359,1.5174
120.99,7.8371,8.708,4.6423,1.7504,1.5141
120.88,7.8392,8.6994,4.641,1.7481,1.5121
120.69,7.8366,8.6923,4.641,1.7482,1.5104
120.59,7.8524,8.7048,4.6494,1.7456,1.514
120.86,7.8704,8.7235,4.6571,1.74,1.5162
120.63,7.8684,8.7235,4.6578,1.7361,1.5161
120.87,7.8795,8.7295,4.6618,1.7358,1.5164
121.29,7.9025,8.7635,4.6709,1.7432,1.5203
120.97,7.8941,8.7396,4.6654,1.7488,1.5214
120.81,7.8657,8.7171,4.6443,1.7564,1.5171
119.9,7.827,8.65,4.625,1.7653,1.5138
119.23,7.7943,8.6351,4.6125,1.7551,1.5088
119.4,7.7988,8.6529,4.6198,1.7529,1.5103
119.75,7.8417,8.6614,4.622,1.7419,1.5177
118.52,7.8567,8.6522,4.6205,1.7422,1.5187
117.91,7.8265,8.6143,4.6087,1.7381,1.5153
117.43,7.8474,8.6178,4.607,1.7373,1.5168
117.44,7.8582,8.6237,4.6094,1.7452,1.5175
117.23,7.8497,8.6099,4.5953,1.735,1.5139
117.17,7.8282,8.5882,4.5857,1.7421,1.5128
117.47,7.8096,8.5666,4.5825,1.7512,1.5137
118,7.7903,8.5449,4.5712,1.7528,1.5108
117.59,7.7784,8.5368,4.5592,1.7375,1.506
118.21,7.7947,8.5727,4.5796,1.7388,1.51
117.73,7.7976,8.5739,4.5861,1.7315,1.5104
118,7.8239,8.6059,4.6015,1.7435,1.5133
118.45,7.8199,8.6265,4.6009,1.7428,1.5145
118.07,7.8279,8.6116,4.5976,1.7514,1.514
119.11,7.8207,8.6413,4.5995,1.7579,1.5176
119.46,7.8518,8.6649,4.6385,1.7536,1.5243
119.54,7.8349,8.6533,4.6246,1.7428,1.5182
119.23,7.8249,8.6266,4.6149,1.7426,1.5175
118.96,7.7957,8.6266,4.6088,1.7324,1.5158
119.83,7.8589,8.6832,4.6209,1.7354,1.5226
118.14,7.7702,8.5826,4.5664,1.7032,1.5091
118.51,7.8309,8.6261,4.5987,1.7147,1.518
118.52,7.8445,8.6559,4.6053,1.7194,1.5227
118.01,7.861,8.6503,4.6015,1.7129,1.5223
118.01,7.8442,8.6446,4.6098,1.7208,1.5229
117.97,7.8996,8.6686,4.6327,1.7305,1.5295
117.03,7.8808,8.6389,4.6273,1.7343,1.527
116.05,7.8513,8.5788,4.6162,1.7385,1.5237
116.66,7.8657,8.6021,4.6269,1.7396,1.5253
117.28,7.8908,8.6549,4.6412,1.749,1.5312
117.68,7.9081,8.6876,4.6696,1.7457,1.5354
117.18,7.9357,8.6959,4.6712,1.7458,1.5393
117.43,7.9519,8.711,4.667,1.7415,1.5411
117.67,7.9429,8.7195,4.6748,1.7431,1.5432
117.79,7.8439,8.6776,4.6362,1.736,1.536
118.13,7.8523,8.6889,4.6421,1.738,1.5361
118.24,7.8438,8.7072,4.6387,1.7308,1.5354
117.79,7.818,8.6868,4.6263,1.7286,1.5351
118.34,7.8283,8.7095,4.6377,1.7296,1.5376
117.77,7.7978,8.6863,4.6281,1.7208,1.5356
118.37,7.8463,8.744,4.6758,1.7311,1.5483
118.48,7.8526,8.7774,4.6861,1.74,1.553
118.01,7.9303,8.8057,4.7104,1.7417,1.5576
117.69,7.9014,8.7825,4.7022,1.7352,1.552
118.51,7.9039,8.779,4.6858,1.7254,1.5481
118.64,7.8873,8.7774,4.6843,1.7335,1.5483
118.48,7.8957,8.7834,4.6925,1.7411,1.549
119.1,7.8521,8.767,4.684,1.7073,1.5441
118.61,7.8705,8.7638,4.6724,1.7138,1.5453
118.57,7.7058,8.6924,4.6173,1.7026,1.529
120.18,7.6177,8.6367,4.5734,1.6856,1.5178
121.04,7.6743,8.7289,4.6015,1.6883,1.5261
121,7.6761,8.7259,4.601,1.6855,1.5283
120.81,7.6648,8.6937,4.5866,1.6796,1.525
121.06,7.6609,8.7078,4.5904,1.6767,1.5242
120.15,7.6393,8.6851,4.5733,1.6596,1.5179
120.41,7.6588,8.7038,4.5831,1.6613,1.5196
120.82,7.6856,8.7266,4.6016,1.6605,1.5238
121.03,7.7168,8.7585,4.6127,1.6543,1.526
120.93,7.7217,8.7621,4.6107,1.6582,1.5259
120.89,7.7168,8.7654,4.6143,1.664,1.5261
121.42,7.7131,8.7636,4.6144,1.6679,1.5273
121.13,7.7187,8.7736,4.6069,1.6693,1.5234
121.62,7.7484,8.8201,4.6299,1.6751,1.5283
121.83,7.7432,8.8033,4.6284,1.6871,1.5308
121.94,7.7477,8.8264,4.6443,1.6889,1.5288
